appid,developer
115110,Double Fine Productions
115120,Double Fine Productions
115200,GSC Game World
115210,GSC Game World
115220,GSC Game World
115320,Radical Entertainment
115800,D-Pad Studio
116100,Eclipse Games
200010,Airtight Games
200020,Spectral Games
200080,HeR Interactive
200130,Ideas Pad
200150,Olde Sküül
200150,Sculptured Software
200170,Team17 Digital Ltd
200190,Playbrains
200190,Fuel Entertainment
200210,Wild Shadow Studios
200210,Deca Games
200230,1C-Avalon
200260,Rocksteady Studios
200260,Feral Interactive (Mac)
200370,Zeal Game Studio
200390,Unigine Corp.
200410,"Bit Planet Games, LLC"
200490,Bohemia Interactive
200510,Firaxis Games
200510,Feral Interactive (Mac)
200510,Feral Interactive (Linux)
200550,Realmforge Studios
200670,Akella
200670,.dat
200710,Runic Games
200900,"Nicalis, Inc."
200900,Studio Pixel
200960,Spiderweb Software
200980,Spiderweb Software
200990,Spiderweb Software
201000,Spiderweb Software
201010,Spiderweb Software
201070,Dark Artz Entertainment
201210,Desert Owl Games LLC
201230,Daybreak Game Company
201290,Ironclad Games
201290,Stardock Entertainment
201420,Two Tribes
201480,Vlambeer
201480,Croteam
201490,b-Alive
201510,Team 6 Studios
201570,Boss Baddie
201790,Robot Entertainment
201810,Machine Games
201870,Ubisoft Montreal
202130,Cyanide Montreal
202200,Stardock Entertainment
202310,BUGBEAR
202370,TikGames
202410,RC Knight
202670,HeR Interactive
202690,Longbow Games
202710,Gas Powered Games
202730,"Hassey Enterprises, Inc."
202750,Remedy Entertainment
202860,Unicorn Games Studio
202970,Treyarch
203140,Io-Interactive A/S
203140,Feral Interactive (Mac)
203160,Crystal Dynamics
203160,Eidos-Montréal
203160,Feral Interactive (Mac)
203160,Feral Interactive (Linux)
203210,Puppygames
203290,U.S. Army
203350,1C-SoftClub
203510,Lizsoft
203560,Bootsnake Games
203630,Ino-Co Plus
203650,SEGA
203680,Codemasters Birmingham
203750,Devil's Details
203770,Paradox Development Studio
203830,Daedalic Entertainment
203990,ASTRO PORT
204030,Lionhead Studios
204060,Capybara
204060,Superbrothers
204060,Jim Guthrie
204100,Rockstar Studios
204120,Traveller's Tales
204180,Eden Industries
204220,Retro Affect
204240,Ty Taylor and Mario Castañeda
204240,The Quantum Astrophysicists Guild
204300,Ronimo Games
204340,Croteam
204360,The Behemoth
204390,RichMakeGame
204440,MumboJumbo
204530,Rocket Bear Games
204560,Cyanide Studio
204580,Dancing Dots
204630,"Vblank Entertainment, Inc."
204760,Biart
204860,1C-SoftClub
204880,Ironclad Games
204880,Stardock Entertainment
204940,Paradox Development Studio
204960,Golgoth Studio
205020,State of Play Games
205060,Gaijin Games
205070,Gaijin Games
205080,Gaijin Games
205090,Gaijin Games
205100,Arkane Studios
205190,Ubisoft - San Francisco
205230,Arkedo
205270,UL
205530,Positech Games
205550,Sakari Indie & GriN
205610,Gaming Minds Studios
205650,Frogwares
205690,Brandon Brizzi
205710,Daybreak Game Company
205730,Shadow Planet Productions
205810,Coreplay GmbH
205830,MumboJumbo
205840,Pendulo Studios
205870,Cipher Prime Studios
205910,Black Pants Studio
205950,Blit Software
205990,Ino-Co Plus
206020,Spiderweb Software
206040,Spiderweb Software
206060,Spiderweb Software
206190,Suspicious Developments
206210,"Monolith Productions, Inc."
206230,ACQUIRE Corp.
206250,System Prisma
206370,DrinkBox Studios
206410,Fakt Software
206420,Deep Silver Volition
206440,Freebird Games
206480,"Standing Stone Games, LLC"
206500,Carbon Games
206610,Reality Pump
206690,Cobra Mobile
207000,Enigma SP
207020,Digital Reality Software & Playbox
207080,BlinkWorks Media
207140,DoubleDutch Games
207170,Almost Human Games
207190,exDream
207230,CodeBrush Games
207250,3 Sprockets
207320,Nihon Falcom
207350,Nihon Falcom
207370,Flat Software
207380,Tennen-sozai
207400,Tennen-sozai
207420,Tribute Games Inc.
207430,David Williamson
207490,UBIart Montpellier
207490,Feral Interactive (Mac)
207530,Joakim Sandberg
207570,increpare games
207650,Misfits Attic
207670,Big Robot Ltd
207690,Amanita Design
207710,Nimbly Games
207730,ExDream GmbH
207750,Empty Clip Studios
207790,Trickstar Games
207930,Southend
208110,Cyan Worlds
208140,AMPLITUDE Studios
208200,id Software
208400,Spiderweb Software
208460,BlueGiant Interactive
208500,Codemasters Birmingham
208520,Haemimont Games
208580,Obsidian Entertainment
208580,"Aspyr (Mac, Linux, & Windows Update)"
208600,Shovsoft
208620,MumboJumbo
208630,MumboJumbo
208640,MumboJumbo
208650,Rocksteady Studios
208670,Gaijin Entertainment Corporation
208710,Finn Morgan
208730,Cyanide Studios
208750,Alientrap
209000,WB Games Montreal
209000,Splash Damage
209060,"Dejobaan Games, LLC"
209080,Muse Games
209100,Slant Six Games
209120,"Capcom U.S.A., Inc."
209160,Infinity Ward
209190,Curve Studios
209230,Waterlily Games
209330,"Arcen Games, LLC"
209360,Doublesix Games
209370,Love Conquers All Games
209390,Cyanide Studio
209520,The Binary Mill
209540,Born Ready Games Ltd.
209610,Pantera Entertainment
209630,Frogwares
209650,Sledgehammer Games
209650,Raven Software
209670,Data Realms
209690,Subatomic Studios LLC
209730,Wizarbox
209750,Burut CT
209790,Cipher Prime Studios
209830,Jasper Byrne
209850,Jet Set Games
209950,Spry Fox LLC
210170,Spaces of Play
210230,HeR Interactive
210770,Coffee Stain Studios
210870,Pwnee Studios
210950,Human Head Studios
210970,"Thekla, Inc."
211010,Sigma Team Inc.
211160,"Creative Assembly, PC Port - Hardlight"
211180,Talawa Games
211260,Spooky Squid Games Inc.
211280,DnS Development
211340,Hanako Games
211360,Kyle Pulver
211400,"Tequila Works, S.L."
211440,Smudged Cat Games Ltd
211500,Sector3 Studios
211580,Yeti Trunk
211600,Looking Glass Studios
211740,Looking Glass Studios
211780,Pivotal Games
211800,Black Market Games
211820,Chucklefish
211900,Illwinter Game Design
211970,Slightly Mad Studios
212010,Fishlabs Entertainment GmbH
212030,Qooc Software
212050,XII Games
212070,Star Gem Inc.
212110,Turtle Cream
212160,devCAT
212390,Cloud 9 Studio
212500,"Standing Stone Games, LLC"
212630,Ubisoft Paris
212630,Red Storm Entertainment
212680,Subset Games
212700,Crankshaft Games
212780,New Star Games
212800,Vlambeer
213030,Zeboyd Games
213330,TT Games
213350,Overhaul Games
213390,BitSits Games
213610,SEGA
213650,Power of 2
213670,Obsidian Entertainment
213850,Stainless Games
214100,"Engient, Inc"
214130,IPACS
214150,Stardock Entertainment
214170,Larian Studios
214250,Ubisoft  Shanghaï
214340,Daedalic Entertainment
214360,SuperVillain Studios
214420,Doctor Entertainment AB
214490,Creative Assembly
214490,Feral Interactive (Mac)
214490,Feral Interactive (Linux)
214550,Klei Entertainment
214570,Edelweiss
214590,Edelweiss
214610,773
214630,Aspyr
214700,Blendo Games
214730,SNK Games
214730,Elemental Games
214730,Katauri Interactive
214770,DrinkBox Studios
214790,Edmund McMillen
214790,Tyler Glaiel
214830,Opus
214870,The Farm 51
214910,Games Farm
214910,3Division
214950,CREATIVE ASSEMBLY
214970,Aleksey Abramenko
215080,Ankama Studio
215160,KING Art
215280,Funcom
215390,Trickstar Games
215470,Lukewarm Media
215510,Ratloop Asia
215530,NeocoreGames
215550,stealth.gg
215630,Noumena Studios
215670,Benjamin Rivers Inc.
215690,ACE Team
215710,Subatomic Studios LLC
215770,Okugi Studio
215790,ASK Homework
215830,Naddic Games
215870,Cyanide Studio
215930,I-deal Games
216090,Fire Hose Games
216110,Kukouri
216130,Camel101 LLC
216150,Nexon
216210,Animation Arts
216260,Big Ant Studios
216290,Smudged Cat Games Ltd
216670,Rubicon Development
216890,Cyanide Studios
216910,Cyanide Studio - Spiders Studios
216930,MumboJumbo
217120,Squid In A Box Ltd
217140,Slipgate Ironworks™
217200,Team17 Digital Ltd
217270,Liquid Entertainment
217290,Soldak Entertainment
217690,Dreampainters
217750,Funcom
217790,City Interactive
217920,CI Games
218020,Spiderweb Software
218040,Positech Games
218060,Gaijin Games
218090,2x2 Games
218230,Daybreak Game Company
218410,"Level Up Labs, LLC"
218510,Targem Games
218620,OVERKILL - a Starbreeze Studio.
218640,Shiver Games
218660,Cobra Mobile
218680,5th Cell Media
218700,MumboJumbo
218740,Might and Delight
218820,Tribute Games Inc.
219070,Keen Software House
219150,Dennaton Games
219190,Puppygames
219200,Puppygames
219340,Stoic
219640,Torn Banner Studios
219680,Ed Key and David Kanaga
219700,Cyanide Studio
219760,Larian Studios
219780,Larian Studios
219830,Transhuman Design
219890,Alexander Bruce
219910,Daedalic Entertainment
219950,SEGA
219990,Crate Entertainment
220090,SkyGoblin
220160,Redlynx Ltd
220160,Ubisoft  Shanghaï
220200,Squad
220240,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
220260,Giants Software
220420,"HeR Interactive, Inc."
220440,Ninja Theory
220460,Serious Brew
220660,Zero Sum Games
220700,KADOKAWA
220740,Daedalic Entertainment
220780,Bithell Games
220820,Exor Studios
220860,Sos Sosowski
220900,Owlchemy Labs
221020,"Xavi Canal, Ben Palgi"
221040,Capcom
221100,Bohemia Interactive
221180,Rudolf Kremers & Alex May
221180,Tuna
221260,Tomorrow Corporation
221380,Skybox Labs
221380,Hidden Path Entertainment
221380,Ensemble Studios
221380,Forgotten Empires
221540,Hidden Path Entertainment
221640,Terry Cavanagh
221680,Ubisoft - San Francisco
221810,Double Fine Productions
221830,KING Art
221910,Galactic Cafe
222140,Neko Entertainment
222180,Red Fly Studio
222420,SNK CORPORATION
222420,Code Mystics
222440,SNK CORPORATION
222440,Code Mystics
222480,Capcom
222500,exosyphen studios
222520,NGD Studios
222640,Cyanide Studio
222730,Abbey Games
222750,Eugen Systems
222880,New World Interactive
222940,SNK CORPORATION
222980,CSR-Studios
223000,MumboJumbo
223100,Dambuster Studios
223220,Black Forest Games
223280,Zeptolab UK Limited
223330,BlackMark Studio
223410,Avatar Creations
223430,Keen Software House
223450,][ Games Inc
223470,Running With Scissors
223490,ioneo
223510,IonFx
223710,Team Psykskallar
223730,Ankama Games
223750,Eagle Dynamics SA
223810,Nihon Falcom
223830,Goldhawk Interactive
224000,Blackbird Interactive
224040,Twisted Pixel Games
224260,No More Room in Hell Team
224300,Crystal Dynamics
224460,Compulsion Games
224480,Young Horses
224500,Robotronic Games
224600,Trion Worlds
224700,Virtuos
224740,"Gaslamp Games, Inc."
224760,Polytron Corporation
224820,Megadev
224860,Bohemia Interactive
224900,Reality Pump
224920,Crystal Dynamics
224940,Crystal Dynamics
224960,Core Design
224980,Core Design
225000,Core Design
225020,Core Design
225080,Starbreeze Studios AB
225160,General Arcade
225260,Double Fine Productions
225280,Over the Top Games
225300,Core Design
225320,Core Design
225360,Realmforge Studios
225420,Colossal Order Ltd.
225540,Avalanche Studios
225600,Puny Human
225640,Ascaron
225840,Sven Co-op Team
226100,Q-Games Ltd.
226120,Digital Eel
226560,Fatshark
226580,Codemasters
226620,QCF Design
226720,Spark Unlimited
226740,Radial Games Corp
226740,"Dejobaan Games, LLC"
226780,Milestone S.r.l.
226820,"HeR Interactive, Inc."
226840,Triumph Studios
226860,Stardock Entertainment
226960,Zachtronics
227000,Wormwood Studios
227060,Longbow Games
227080,Minority Media Inc.
227100,Rebellion
227160,Badland Studio
227200,Tiger Style
227220,Artifice Studio
227300,SCS Software
227380,Digital Leisure Inc.
227560,Tragnarion Studios
227580,EightyEightGames
227600,SEGA Studios Australia
227600,Feral Interactive (Mac)
227760,Paradox Development Studio
227780,Croteam
227780,Alligator Pit
227800,Cadenza Interactive
227860,Sauropod Studio
227900,"Sperasoft, Inc."
227920,"Sperasoft, Inc."
227940,RETO MOTO
228200,Relic Entertainment
228260,Stardock Entertainment
228280,Beamdog
228300,DONTNOD Entertainment
228320,"Arcen Games, LLC"
228360,Double Fine Productions
228360,Shiny Shoe
228380,Bugbear
228440,3 Sprockets
228760,Nadeo
228960,17-BIT
229480,Iron Galaxy Studios
229520,Cube Roots
229560,exosyphen studios
229580,HyperSloth
229600,Tale of Tales
229810,FarmerGnome
229870,Nadeo
229890,Hello Games
229970,Ntronium Games
230050,Going Loud Studios
230070,Iron Tower Studio
230150,Colin Northway with art by Thomas Shahan
230190,Brightrock Games
230270,Metanet Software Inc.
230290,Giant Army
230310,Spicy Horse
230410,Digital Extremes
230650,Geniaware Srl
230700,NIGORO
230760,Internal Games
230820,Daedalic Entertainment
230840,Zombie Studios
230980,Droqen
231020,Eko Software
231040,Threaks
231140,Focus Home Interactive
231160,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano"
231200,Cardboard Computer
231310,Santa Ragione
231330,The Farm 51
231430,Relic Entertainment
231430,Feral Interactive (Mac)
231430,Feral Interactive (Linux)
231720,Lucky Frame
231740,Behold Studios
232010,SCS Software
232050,Snowbird Games
232090,Tripwire Interactive
232430,Fullbright
232750,Spiders
232770,Running With Scissors
232790,Double Fine Productions
232890,FireFly Studios
232910,Nadeo
232950,Halycon Media GmbH & Co. KG
232970,Most Wanted Entertainment
233110,Kuno Interactive
233130,Flying Wild Hog
233150,Vlambeer
233190,Mighty Rocket Studio
233210,Games Farm
233230,Locked Door Puzzle
233270,Ubisoft Montreal
233290,Airtight Games
233310,Spiderweb Software
233350,Climax Studios
233410,Geoff Keighley
233450,Introversion Software
233470,Shiro Games
233510,Boss Baddie
233550,Eric Chahi
233550,DotEmu
233610,Refract
233720,Bossa Studios
233740,The Men Who Wear Many Hats
233840,Team17 Digital Ltd
233860,Lo-Fi Games
233980,@unepic_fran
234080,MercurySteam - Climax Studios
234140,Avalanche Studios
234140,Feral Interactive (Mac)
234140,Feral Interactive (Linux)
234160,Born Ready Games Ltd.
234190,Wolfire Games
234270,Daedalic Entertainment
234290,Crocodile Entertainment
234330,Demiurge Studios
234350,MumboJumbo
234370,"Arcen Games, LLC"
234390,Test3 Projects
234490,XYLA Entertainment
234630,Slightly Mad Studios
234650,Harebrained Schemes
234670,CyberConnect2 Co. Ltd.
234820,Treexy
234900,Sean Han Tani
234900,Marina Kittaka
234920,Owlchemy Labs
234940,The Story Mechanics
235070,Point Five Projects
235210,Double Helix Games
235210,Capcom
235250,Coffee Stain Studios
235320,Altar Games
235340,Nival
235360,Nival
235380,Nival
235400,Nival
235460,PlatinumGames
235520,Laboratory Systems
235540,Fatshark
235600,Ubisoft Toronto
235620,Days of Wonder
235660,Alexey Bokulev
235660,Snowbird Games
235720,Ludochip
235800,Dylan Fitterer
235820,I-Illusions
235900,KADOKAWA
235980,Swing Swing Submarine
236010,55 Revolver
236090,Humble Hearts LLC
236110,Trendy Entertainment
236130,L3O Interactive
236150,Little Green Men Games
236290,March Entertainment
236370,Zero Point Software
236390,Gaijin Entertainment
236430,"FromSoftware, Inc"
236450,"Mine Loader Software Co., Ltd."
236470,BANDAI NAMCO Studio Inc.
236490,Brain Slap Studio
236510,Serellan LLC
236690,Cyanide Studios
236730,11 bit studios
236790,Actalogic
236850,Paradox Development Studio
236930,Wadjet Eye Games
236970,Deck 13
237310,KOG
237350,Mode 7
237430,Logic Artists
237470,KING Art
237550,Crafty Studios
237570,Zeboyd Games
237630,WayForward
237740,FreakZone Games
237760,Cipher Prime Studios
237850,Red Thread Games
237870,Pathea Games
237890,Idea Factory
237930,Supergiant Games
237950,Altar Games
237970,Centauri Production
237990,Stoic
238010,Eidos Montreal
238010,Feral Interactive (Mac)
238050,Interceptor Entertainment
238090,Rebellion
238210,Irrational Games
238210,Looking Glass Studios
238240,Handyman Studios
238260,FarSight Studios
238320,Red Barrels
238370,Pieces Interactive
238430,"Monochrome, Inc"
238460,The Behemoth
238530,Andrew Morrish
238630,Team2Bit
238750,Ubisoft
238870,Games Distillery s.r.o.
238890,"Arcen Games, LLC"
238910,"Arcen Games, LLC"
238930,Mousechief
238960,Grinding Gear Games
239030,Lucas Pope
239070,Crackshell
239090,Teknopants
239120,Square Enix
239140,Techland
239160,Eidos-Montréal
239160,Feral Interactive (Mac)
239200,The Chinese Room
239250,MercurySteam
239430,Toxic Games
239700,Love Conquers All Games
239720,NAMCO BANDAI Games
239800,Ian Campbell
239820,Greenheart Games
239840,DoubleBear Productions
240320,Panzar Studio
240340,Digital Leisure Inc.
240360,Digital Leisure Inc.
240440,Blendo Games
240600,Milestone S.r.l.
240620,Yeti Trunk
240720,Bennett Foddy
240760,inXile Entertainment
240970,Opus
241000,Conifer Games
241240,Game Dev Castle
241260,Frogwares
241300,Ludosity
241320,Ludosity
241410,Zen Studios
241560,Ivory Tower in collaboration with Ubisoft Reflections
241600,Cellar Door Games
241620,"CINEMAX, s.r.o."
241720,Exato Games Studio
241760,Pieces Interactive
241910,Daedalic Entertainment
242050,Ubisoft Montreal
242110,Hello Games
242130,TimeSymmetry
242530,Abstraction Games
242530,The Bitmap Brothers
242570,Full Control Studios
242640,Cyanide Studio
242680,Vlambeer
242700,NetherRealm Studios
242700,High Voltage Software
242720,"Masangsoft, Inc."
242760,Endnight Games Ltd
242780,Phoenix Online Studios
242820,Carlsen Games
242840,Indomitus Games
242860,M2H
242860,Blackmill Games
242880,Big Robot Ltd
242920,Shining Rock Software LLC
243000,Quantic Dream
243120,Blackpowder Games
243160,Untame
243200,Daedalic Entertainment
243220,Phosfiend Systems
243280,Arkedo
243360,Nadeo
243450,Tate Multimedia
243470,Ubisoft
243780,Double Eleven
243780,Q-Games Ltd.
243800,Gamepires
243930,Spiders
243950,Larian Studios
243970,Klei Entertainment
244030,Bohemia Interactive
244050,777 Studios
244070,Firaxis Games
244090,Firaxis Games
244160,Gearbox Software
244160,Aspyr (Mac)
244210,Kunos Simulazioni
244410,BattleGoat Studios
244430,Cyan Worlds
244450,Digitalmindsoft
244590,Dead Shark Triplepunch
244690,Mad Orange
244710,Might and Delight
244730,Iron Galaxy
244750,Team Colorblind
244770,"Schine, GmbH"
244810,Mediatonic
244810,The Irregular Corporation
244830,Wingware
244850,Keen Software House
244870,Michael Todd Games
244890,Curve Digital
244890,FuturLab
244910,Lucky Pause
244930,Poppermost Productions
244930,WastedStudios
244950,Schulenburg Software
245050,THQ Nordic
245050,Mind Over Matter Studios
245170,Lab Zero Games
245280,Ninja Theory
245300,Junction Point
245370,Tindalos Interactive
245390,Cyberdreams
245410,Sir-Tech
245430,Sir-Tech
245450,Sir-Tech Canada
245470,Positech Games
245490,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
245620,Haemimont Games
246070,Double Fine Productions
246090,Double Fine Productions
246110,Double Fine Productions
246420,Ironhide Game Studio
246580,Modern Dream
246620,Ndemic Creations
246680,Broken Rules
246700,Ragequit Corporation
246720,"Moonshark, Inc."
246740,ShadowShifters
246760,Aterdux Entertainment
246800,Chainsawesome Games
246820,"Vex Studios, LLC"
246840,WildTangent
246880,QUByte Interactive
246880,Commotion Games Pty Ltd
246900,RuneStorm
246920,Eyebrow Interactive
246940,Arkavi Studios
246960,Black Forest Games
246980,Impromptu Games
247000,Nomad Games
247020,Vertigo Gaming Inc.
247080,Brace Yourself Games
247140,Studio Bean
247240,Crazy Viking Studios
247370,Renegade Kid
247430,Io-Interactive A/S
247660,Rising Star Games
247730,Phosphor Games Studio
247870,The Tiniest Shark
247950,Keen Games
248170,Clickteam
248190,Nifflas' Games
248270,Songquito UG
248310,GalaxyTrail
248330,Pixeljam
248350,North of Earth
248370,Chronic Logic
248390,Dekovir Entertainment
248470,Saibot Studios
248510,Illwinter Game Design
248530,Biart Company LLC
248550,Team Reptile
248570,Nabi Studios
248610,KillHouse Games
248630,Flyleap Studios Pty. Ltd.
248650,Hitcents
248800,Dischan Media
248820,Hopoo Games
248860,Blue Bottle Games
249050,AMPLITUDE Studios
