appid,publisher
112100,Spiderweb Software
113020,Pocketwatch Games
113200,Edmund McMillen
113400,Little Orbit
113420,Little Orbit
115100,Double Fine Productions
115110,Double Fine Productions
115120,Double Fine Productions
115200,GSC World Publishing
115210,GSC World Publishing
115220,GSC World Publishing
115320,Activision
115800,D-Pad Studio
116100,Eclipse Games
200010,Square Enix
200020,Immanitas Entertainment GmbH
200080,HeR Interactive
200130,Puzzler
200150,Interplay Entertainment Corp.
200170,Team17 Digital Ltd
200190,Playbrains
200210,Deca Games
200230,1C Entertainment
200260,Warner Bros. Interactive Entertainment
200260,Feral Interactive (Mac)
200370,Paradox Interactive
200390,Unigine Corp.
200410,"Bit Planet Games, LLC"
200490,Bohemia Interactive
200510,2K
200510,Feral Interactive (Mac)
200510,Feral Interactive (Linux)
200550,Kalypso Media Digital
200670,Kalypso Media Digital
200710,Runic Games
200900,"Nicalis, Inc."
200960,Spiderweb Software
200980,Spiderweb Software
200990,Spiderweb Software
201000,Spiderweb Software
201010,Spiderweb Software
201070,Dark Artz Entertainment
201210,Desert Owl Games LLC
201230,Daybreak Game Company
201290,Stardock Entertainment
201420,Two Tribes
201480,Devolver Digital
201490,Kalypso Media Digital
201510,Strategy First
201570,Ripstone
201790,Robot Entertainment
201810,Bethesda-Soft
201870,Ubisoft
202130,Paradox Interactive
202200,Stardock Entertainment
202310,BANDAI NAMCO Entertainment
202370,Square Enix
202410,Charlie's Games
202670,HeR Interactive
202690,Longbow Games
202710,Stardock Entertainment
202730,"Hassey Enterprises, Inc."
202750,Remedy Entertainment
202860,1C Entertainment
202970,Activision
203140,Io-Interactive A/S
203140,Feral Interactive (Mac)
203160,Square Enix
203160,Feral Interactive (Mac)
203160,Feral Interactive (Linux)
203210,Puppygames
203290,U.S. Army
203350,1C Entertainment
203510,Carpe Fulgur LLC
203560,Bootsnake Games
203630,Paradox Interactive
203650,SEGA
203680,Codemasters
203750,SEGA
203770,Paradox Interactive
203830,Daedalic Entertainment
203990,Nyu Media
204030,Microsoft Studios
204060,Capybara Games
204100,Rockstar Games
204120,Warner Bros. Interactive Entertainment
204180,Eden Industries
204220,Retro Affect
204240,The Quantum Astrophysicists Guild
204300,Ronimo Games
204340,Devolver Digital
204360,The Behemoth
204390,RichMakeGame
204440,MumboJumbo
204530,Rocket Bear Games
204560,Focus Home Interactive
204580,Focus Home Interactive
204630,"Vblank Entertainment, Inc."
204760,Strategy First
204860,1C Entertainment
204880,Stardock Entertainment
204940,Paradox Interactive
204960,UTV Ignition Entertainment
205020,State of Play Games 
205060,Gaijin Games
205070,Gaijin Games
205080,Gaijin Games
205090,Gaijin Games
205100,Bethesda Softworks
205190,Ubisoft
205230,SEGA
205270,UL
205530,Positech Games
205550,Sakari Games
205610,Kalypso Media Digital
205650,Frogwares
205690,Brandon Brizzi
205710,Daybreak Game Company
205730,Microsoft Studios
205810,THQ Nordic
205830,MumboJumbo
205840,Focus Home Interactive
205870,Cipher Prime Studios
205910,Black Pants Studio
205950,SEGA
205990,Paradox Interactive
206020,Spiderweb Software
206040,Spiderweb Software
206060,Spiderweb Software
206190,Suspicious Developments
206210,Warner Bros. Interactive Entertainment
206230,"NIS America, Inc."
206250,"NIS America, Inc."
206370,DrinkBox Studios
206410,Viva Media
206420,Deep Silver
206440,Freebird Games
206480,"Standing Stone Games, LLC"
206500,Carbon Games
206610,Topware Interactive
206690,Cobra Mobile
207000,Kalypso Media Digital
207020,HandyGames
207080,BlinkWorks Media
207140,tinyBuild
207170,Almost Human Games
207190,Strategy First
207230,Codebrush Games
207250,3 Sprockets 
207320,XSEED Games
207350,XSEED Games
207370,Nyu Media
207380,Nyu Media
207400,Nyu Media
207420,Tribute Games Inc.
207430,David Williamson
207490,Ubisoft
207490,Feral Interactive (Mac)
207530,Joakim Sandberg
207570,increpare games
207650,Misfits Attic
207670,Big Robot Ltd
207690,Amanita Design
207710,Nimbly Games
207730,Just a Game
207750,Empty Clip Studios
207790,Deep Silver
207930,Deep Silver
208110,Cyan Worlds
208140,SEGA
208200,Bethesda Softworks
208400,Spiderweb Software
208460,BlueGiant Interactive
208500,Codemasters
208520,Kalypso Media Digital
208580,LucasArts
208580,Disney Interactive
208580,Lucasfilm
208580,"Aspyr (Mac, Linux)"
208600,Shovsoft
208620,MumboJumbo
208630,MumboJumbo
208640,MumboJumbo
208650,Warner Bros. Interactive Entertainment
208670,Gaijin Entertainment Corporation
208710,Puppy Punch Productions
208730,Focus Home Interactive
208750,Alientrap
209000,Warner Bros. Interactive Entertainment
209060,"Dejobaan Games, LLC"
209080,Muse Games
209100,Capcom Co. Ltd
209120,"Capcom U.S.A., Inc."
209160,Activision
209190,Curve Digital
209230,Frogwares
209330,"Arcen Games, LLC"
209360,Doublesix Games
209370,Love Conquers All Games
209390,Bigben Interactive
209520,The Binary Mill
209540,Born Ready Games
209610,Pantera Entertainment
209630,Frogwares
209650,Activision
209670,"Data Realms, LLC"
209690,Subatomic Studios LLC
209730,Focus Home Interactive
209750,Game Factory Interactive
209790,Cipher Prime Studios
209830,Superflat Games
209850,Jet Set Games
209950,Spry Fox LLC
210170,Spaces of Play
210230,HeR Interactive
210770,Coffee Stain Publishing
210870,Ubisoft
210950,Human Head Studios
210970,"Thekla, Inc."
211010,Sigma Team Inc.
211160,SEGA
211180,Teotl Studios
211260,Spooky Squid Games Inc.
211280,DnS Development
211340,Hanako Games
211360,Kyle Pulver
211400,Microsoft Studios
211440,Smudged Cat Games Ltd
211500,Sector3 Studios
211500,RaceRoom Entertainment AG
211580,Chucklefish
211600,Square Enix
211740,Square Enix
211780,Square Enix
211800,Black Market Games
211820,Chucklefish
211900,Illwinter Game Design
211970,Evolved Games
212010,bitComposer Games
212030,Qooc Software
212050,Wadjet Eye Games
212070,Gaijin Entertainment
212110,Turtle Cream
212160,NEXON Korea Corp. & NEXON America Inc.
212390,Webzen
212500,"Standing Stone Games, LLC"
212630,Ubisoft
212680,Subset Games
212700,Crankshaft Games
212780,New Star Games
212800,Vlambeer
213030,"Penny Arcade, Inc."
213330,Warner Bros. Interactive Entertainment 
213350,Interplay Inc.
213390,BitSits Games
213610,SEGA
213650,Tripwire Interactive
213670,Ubisoft
213850,Wizards of the Coast LLC
214100,Engient
214130,IPACS
214150,Stardock Entertainment
214170,Larian Studios
214250,Ubisoft
214340,Daedalic Entertainment
214360,SuperVillain Studios
214420,Doctor Entertainment AB
214490,SEGA
214490,Feral Interactive (Mac)
214490,Feral Interactive (Linux)
214550,Klei Entertainment
214570,Nyu Media
214590,Nyu Media
214610,Nyu Media
214630,Aspyr 
214700,Blendo Games
214730,1C Entertainment
214770,DrinkBox Studios
214790,Edmund McMillen
214830,Marvelous
214870,THQ Nordic
214910,Games Farm
214950,SEGA
214970,Aleksey Abramenko
215080,Ankama Games
215160,THQ Nordic
215280,Funcom
215390,Mad Catz
215470,Reverb Triple XP
215470,Circle 5
215510,Reverb Publishing
215530,NeocoreGames
215550,stealth.gg
215630,Kalypso Media Digital
215670,Benjamin Rivers Inc.
215690,SEGA
215710,Subatomic Studios LLC
215770,Okugi Sudio
215790,Topware Interactive ACE
215830,En Masse Entertainment
215870,Bigben Interactive
215930,Topware Interactive
216090,Fire hose Games
216110,Iceberg Interactive
216130,Camel101 LLC
216150,Nexon America Inc.
216210,Deep Silver
216260,Big Ant Studios
216290,Smudged Cat Games Ltd
216670,Rubicon Development
216890,Focus Home Interactive
216910,Focus Home Interactive
216930,MumboJumbo
217120,Squid In A Box Ltd
217140,Apogee Software
217200,Team17 Digital Ltd
217270,DotEmu
217290,Soldak Entertainment
217690,Kalypso Media Digital
217750,Funcom
217790,CI Games
217920,CI Games
218020,Spiderweb Software
218040,Positech Games
218060,Gaijin Games
218090,2x2 Games
218230,Daybreak Game Company
218410,Level Up Labs
218510,Topware Interactive
218620,Starbreeze Publishing AB
218640,Shiver Games
218660,Cobra Mobile
218680,Warner Bros. Interactive Entertainment
218700,MumboJumbo
218740,Might and Delight
218820,Tribute Games Inc.
219070,Keen Software House
219150,Devolver Digital
219190,Puppygames
219200,Puppygames
219340,Versus Evil
219640,Torn Banner Studios
219680,Twisted Tree
219700,Bigben Interactive
219760,Larian Studios
219780,Larian Studios
219780,Focus Home Interactive
219830,Transhuman Design
219890,Demruth
219910,Daedalic Entertainment
219950,SEGA
219990,Crate Entertainment
220090,SkyGoblin
220160,Ubisoft
220200,Private Division 
220240,Ubisoft
220260,Giants Software
220420,HeR Interactive
220440,Capcom
220460,Missing Link Games
220660,Iceberg Interactive
220700,Degica
220740,Daedalic Entertainment
220780,Bithell Games
220820,Exor Studios
220860,Sos Sosowski
220900,Owlchemy Labs
221020,SMP
221040,Capcom
221100,Bohemia Interactive
221180,Omni Systems
221260,Tomorrow Corporation
221380,Microsoft Studios
221540,505 Games
221640,Terry Cavanagh
221680,Ubisoft
221810,Double Fine Productions
221830,THQ Nordic
221910,Galactic Cafe
222140,Neko Entertainment
222180,Red Fly Studio
222420,SNK CORPORATION
222440,SNK CORPORATION
222480,Capcom
222500,exosyphen studios
222520,NGD Studios
222640,Bigben Interactive
222730,Abbey Games
222750,Eugen Systems
222880,New World Interactive
222940,SNK CORPORATION
222980,CSR-Studios
223000,MumboJumbo
223100,Deep Silver
223220,HandyGames
223220,Black Forest Games
223280,Zeptolab UK Limited
223330,Akella
223410,Gamestorm Ltd
223430,Keen Software House
223450,Shawn McGrath
223470,Running With Scissors
223490,ioneo
223510,IonFX Studios
223710,Team Psykskallar
223730,Ankama Games
223750,The Fighter Collection
223810,XSEED Games
223830,Goldhawk Interactive
224000,Blackbird Interactive
224040,Microsoft Studios
224260,Lever Games
224300,Square Enix
224460,Focus Home Interactive
224480,Young Horses
224500,Robotronic Games
224600,Trion Worlds
224700,PopCap
224740,"Gaslamp Games, Inc."
224760,Trapdoor
224820,Adult Swim Games
224860,Bohemia Interactive
224900,Topware Interactive
224920,Square Enix
224940,Square Enix
224960,Square Enix
224980,Square Enix
225000,Square Enix
225020,Square Enix
225080,505 Games
225160,Devolver Digital
225260,Double Fine Productions
225280,Over The Top Games
225300,Square Enix
225320,Square Enix
225360,Kalypso Media Digital
225420,Paradox Interactive
225540,Square Enix
225600,Puny Human
225640,Deep Silver
225840,Sven Co-op Team
226100,Q-Games Ltd.
226120,Digital Eel
226560,Deep Silver
226580,Codemasters
226620,QCF Design
226720,Capcom
226740,Radial Games Corp
226780,BANDAI NAMCO Entertainment
226820,HeR Interactive
226840,Paradox Interactive
226860,Stardock Entertainment
226960,Zachtronics
227000,Wadjet Eye Games
227060,Kasedo Games
227080,Minority Media
227100,Rebellion
227160,Badland Studio
227200,Tiger Style
227220,Artifice Studio
227300,SCS Software
227380,Digital Leisure Inc.
227560,Bitbox S.L.
227580,EightyEightGames
227600,SEGA
227600,Feral Interactive (Mac)
227760,Paradox Interactive
227780,Devolver Digital
227800,Cadenza Interactive
227860,Sauropod Studio
227900,PopCap
227920,PopCap
227940,RETO MOTO
228200,SEGA
228260,Stardock Entertainment
228280,Beamdog
228300,Capcom
228320,"Arcen Games, LLC"
228360,Double Fine Productions
228380,THQ Nordic
228440,3 Sprockets
228760,Ubisoft
228960,17-BIT
229480,Capcom
229520,Devolver Digital
229560,exosyphen studios
229580,HyperSloth
229600,Tale of Tales
229810,Devolver Digital
229870,Ubisoft
229890,Hello Games
229970,Iceberg Interactive
230050,Going Loud Studios
230070,Iron Tower Studio
230150,Northway Games
230190,Brightrock Games
230270,Metanet Software Inc.
230290,Giant Army
230310,Spicy Horse
230410,Digital Extremes
230650,Fish Eagle
230700,AGM PLAYISM
230760,Internal Games
230820,Daedalic Entertainment
230840,Zombie Studios
230980,Droqen's Games
231020,Eko Software
231040,Threaks
231140,Focus Home Interactive
231160,Facepalm Games
231200,Cardboard Computer
231310,Santa Ragione
231330,THQ Nordic
231430,SEGA
231430,Feral Interactive (Mac)
231430,Feral Interactive (Linux)
231720,Lucky Frame
231740,Paradox Interactive
232010,SCS Software
232050,Snowbird Games
232090,Tripwire Interactive
232430,Fullbright
232750,Focus Home Interactive
232770,Running With Scissors
232790,Double Fine Productions
232890,FireFly Studios
232910,Ubisoft
232950,THQ Nordic
232970,HandyGames
233110,Kuno Interactive
233130,Devolver Digital
233150,Devolver Digital
233190,Focus Home Interactive
233210,Games Farm
233230,Lupus Studios Limited
233270,Ubisoft
233290,Square Enix
233310,Spiderweb Software
233350,Climax Group
233410,Geoff Keighley
233450,Paradox Interactive
233470,Shiro Games
233510,Boss Baddie
233550,The Digital Lounge
233610,Refract
233720,Bossa Studios
233740,The Men Who Wear Many Hats
233840,Team17 Digital Ltd
233860,Lo-Fi Games
233980,@unepic_fran
234080,Konami Digital Entertainment
234140,Warner Bros. Interactive Entertainment
234140,Feral Interactive (Mac)
234140,Feral Interactive (Linux)
234160,Born Ready Games
234190,Wolfire Games
234270,Daedalic Entertainment
234290,Crocodile Entertainment
234330,D3 Go!
234350,MumboJumbo
234370,"Arcen Games, LLC"
234390,Paradox Interactive
234490,Digital Tribe
234630,Slightly Mad Studios
234630,BANDAI NAMCO Entertainment
234650,Paradox Interactive
234670,BANDAI NAMCO Entertainment
234820,Treexy
234900,Analgesic Productions
234920,Owlchemy Labs
234940,The Secret Experiment
235070,Digital Tribe
235210,Capcom
235250,Coffee Stain Publishing
235320,Bohemia Interactive
235340,Nival
235360,Nival
235380,Nival
235400,Nival
235460,Konami Digital Entertainment
235520,Laboratory Systems
235520,Gamera Game
235540,Fatshark
235600,Ubisoft
235620,Days of Wonder
235620,Asmodee Digital
235660,Snowbird Games
235720,Ludochip
235800,Dylan Fitterer
235820,I-Illusions
235900,Degica
235980,Swing Swing Submarine
236010,Degica
236090,Microsoft Studios
236110,Trendy Entertainment
236130,Iceberg Interactive
236150,Iceberg Interactive
236290,March Entertainment
236370,Zero Point Software
236390,Gaijin Entertainment
236430,BANDAI NAMCO Entertainment
236430,"FromSoftware, Inc"
236450,BANDAI NAMCO Entertainment
236470,BANDAI NAMCO Entertainment
236490,BANDAI NAMCO Entertainment
236510,505 Games
236690,Focus Home Interactive
236730,11 bit studios
236790,United Independent Entertainment GmbH
236850,Paradox Interactive
236930,Wadjet Eye Games
236970,astragon Entertainment
237310,KOG Games
237350,Mode 7
237430,THQ Nordic
237470,KING Art
237470,THQ Nordic
237550,United Independent Entertainment GmbH
237570,"Penny Arcade, Inc."
237630,Capcom
237740,Screenwave Media
237760,Cipher Prime Studios
237850,Red Thread Games
237870,Pathea Games
237890,Ghostlight LTD
237930,Supergiant Games
237950,Bohemia Interactive
237970,Bohemia Interactive
237990,Versus Evil
238010,Square Enix
238010,Feral Interactive (Mac)
238050,Apogee Software
238090,Rebellion
238210,Nightdive Studios
238240,Reverb Triple XP
238260,FarSight Studios
238320,Red Barrels
238370,Paradox Interactive
238430,"Monochrome, Inc"
238460,The Behemoth
238530,Adult Swim Games
238630,Adult Swim Games
238750,Ubisoft
238870,HandyGames
238890,"Arcen Games, LLC"
238910,"Arcen Games, LLC"
238930,Mousechief
238960,Grinding Gear Games
239030,3909
239070,Crackshell
239090,Maxistentialism
239120,Square Enix
239140,Techland Publishing
239160,Square Enix
239160,Feral Interactive (Mac)
239200,Frictional Games
239250,Konami Digital Entertainment
239430,Toxic Games
239700,Love Conquers All Games
239720,BANDAI NAMCO Entertainment
239800,Ian Campbell
239820,Greenheart Games
239840,DoubleBear Productions
240320,OVALIS INVESTMENTS LIMITED
240340,Digital Leisure Inc.
240360,Digital Leisure Inc.
240440,Blendo Games
240600,Plug In Digital
240600,Milestone S.r.l.
240620,Chucklefish
240720,Bennett Foddy
240760,inXile Entertainment
240970,Marvelous
241000,Conifer Games
241240,Top Meadow
241260,Focus Home Interactive
241300,Ludosity
241320,Ludosity
241410,Zen Studios
241560,Ubisoft
241600,Cellar Door Games
241620,"CINEMAX, s.r.o."
241720,Reverb Triple XP
241760,HandyGames
241760,Pieces Interactive
241910,Daedalic Entertainment
242050,Ubisoft
242110,Hello Games
242130,Iceberg Interactive
242530,The Bitmap Brothers
242570,Full Control
242640,Focus Home Interactive
242680,Vlambeer
242700,Warner Bros. Interactive Entertainment
242720,"Masangsoft, Inc."
242760,Endnight Games Ltd
242780,Phoenix Online Publishing
242820,Carlsen Games
242840,Indomitus Games
242860,M2H
242880,Big Robot Ltd
242920,Shining Rock Software LLC
243000,Square Enix
243120,Blackpowder Games
243160,Untame
243200,Daedalic Entertainment
243220,Phosfiend Systems
243280,Neko Entertainment
243360,Ubisoft
243450,Tate Multimedia
243470,Ubisoft
243780,Double Eleven
243800,Iceberg Interactive
243930,Focus Home Interactive
243950,Larian Studios
243970,Klei Entertainment
244030,Bohemia Interactive
244050,1C-777
244070,2K
244090,2K
244160,Gearbox Publishing
244160,Aspyr (Mac)
244210,Kunos Simulazioni
244410,BattleGoat Studios
244430,Cyan Worlds 
244450,1C Entertainment
244590,Dead Shark Triplepunch
244690,Phoenix Online Publishing
244710,Might and Delight
244730,Iron Galaxy
244750,Team Colorblind
244770,"Schine, GmbH"
244810,Devolver Digital
244830,Wingware
244850,Keen Software House
244870,Michael Todd Games
244890,Curve Digital
244910,Lucky Pause
244930,Crytek
244950,Die Gute Fabrik
245050,THQ Nordic
245170,Marvelous
245170,Autumn Games
245280,BANDAI NAMCO Entertainment
245300,Disney Interactive
245370,Focus Home Interactive
245390,Nightdive Studios
245410,"Gamepot, Inc."
245410,Nightdive Studios
245430,"Gamepot, Inc."
245430,Nightdive Studios
245450,"Gamepot, Inc."
245450,Nightdive Studios
245470,Positech Games
245490,Ubisoft
245620,Kalypso Media Digital
246070,Double Fine Productions
246090,Double Fine Productions
246110,Double Fine Productions
246420,Ironhide Game Studio
246580,SEGA
246620,Ndemic Creations
246680,Broken Rules
246700,Ragequit Corporation
246720,"Moonshark, Inc."
246740,ShadowShifters
246760,Aterdux Entertainment
246800,Chainsawesome Games
246820,"Vex Studios, LLC"
246840,WildTangent
246880,Commotion Games Pty Ltd
246900,RuneStorm
246920,Eyebrow Interactive
246940,Iceberg Interactive
246960,HandyGames
246960,Black Forest Games
246980,Impromptu Games
247000,Asmodee Digital
247020,Vertigo Gaming Inc.
247080,Brace Yourself Games
247080,Klei Entertainment
247140,Adult Swim Games
247240,Adult Swim Games
247370,Good Shepherd Entertainment
247430,Io-Interactive A/S
247660,Rising Star Games
247730,"Nether Productions, LLC"
247870,Positech
247950,Deep Silver
248170,Clickteam
248190,Ripstone
248270,Songquito UG
248310,GalaxyTrail
248330,Pixeljam
248350,North of Earth
248370,Libredia Entertainment
248390,Black Maple Games
248470,Saibot Studios
248510,Illwinter Game Design
248530,Biart Company LLC
248550,Team Reptile
248570,"Nicalis, Inc."
248610,KillHouse Games
248630,Flyleap Studios Pty. Ltd.
248650,Hitcents
248800,Dischan Media
248820,Chucklefish
248860,Blue Bottle Games
249050,SEGA
249130,Warner Bros. Interactive Entertainment
249130,Feral Interactive (Mac)
249190,Paradox Interactive
249230,Deep Silver
249330,AGM PLAYISM
249360,Screwfly Studios
249550,Silk Games
249570,Jason Rohrer
249590,Rain Games
249610,Evolutionary Games
249650,Daedalic Entertainment
249680,505 Games
249870,Warner Bros. Interactive Entertainment
249930,Degica
249990,BetaDwarf
250050,Infinite Monkeys Entertainment Ltd.
250070,FullPowerSideAttack.com
250110,Witch Beam
